збор,значење,примери,граматички определби,преводи на други јазици,извор
наврат,,,,,
наврне,,,,,
навртка,,,,,
навртка,,,,,
навртка,,,,,
наѓезмо,нане (диј. ),,,,
наглас,,,,,
нагласок,,,,,
нагло,,,,,
наглост,,,,,
наглув,,,,,
наглувост,,,,,
нагол,,,,,
нагон,,,,,
нагоре,,,,,
нагоре,,,,,
наградиште,,,,,
Нада,,,,,
надалеку,,,,,
Надваксе- постигне,,,,,
надваса,,,,,
надвор,,,,,
надградба,,,,,
наддијалектен,,,,,
надеж,,,,,
надеж,,,,,
надеж,,,,,
надесно,,,,,
надесно,,,,,
надзнак,,,,,
надзор,,,,,
надзорник,,,,,
надлежност,,,,,
надлозница,,,,,
надмен,,,,,
надминат,,,,,
надмоќ,,,,,
надморски,,,,,
надолниште,,,,,
надолу,,,,,
надолу,,,,,
надреалистички,,,,,
надува,,,,,
надуен,,,,,
надуеност,,,,,
надустен,,,,,
наеднаш,,,,,
наезд,,,,,
наем,,,,,
наем,,,,,
наесен,,,,,
наесен,,,,,
назад,,,,,
назад,,,,,
назал,,,,,
назал,,,,,
назализација,,,,,
назалност,,,,,
назалност,,,,,
наздравица,,,,,
назив,,,,,
назив,,,,,
назначен,,,,,
наивен,,,,,
наизменичен,,,,,
најгвирц,,,,,
најгоре,,,,,
најде,,,,,
најден,,,,,
најдесно,,,,,
најдолу,,,,,
најквирц,,,,,
најлев,,,,,
најлево,,,,,
најлон,,,,,
најлонише,,,,,
најмен,,,,,
најми,,,,,
најназад,,,,,
најнапред,,,,,
најопшт,,,,,
најситен,,,,,
нак'лк'н / н'к'лк'н,опиен (диј. гевгелиски),,,,
накај,,,,,
накалемува,,,,,
накана,,,,,
Накапуљник-досаден,,,,,
накит,,,,,
накит,,,,,
наклон,,,,,
наклонетост,,,,,
наклоност,,,,,
накрај,,,,,
накратко,,,,,
накуп,,,,,
накусо,,,,,
налагодавател,,,,,
налаз,,,,,
наланџија,,,,,
налбат,,,,,
налево,,,,,
налево,,,,,
налело,,,,,
налепница,,,,,
налет,,,,,
налив,,,,,
налив,,,,,
налив,пенкало диј.,,,,
налив,пенкало (диј. прилепски),,,,
налив,,,,,
налик,,,,,
налог,,,,,
налог,,,,,
налогодавач,,,,,
налогопримач,,,,,
наложува,,,,,
намаз,,,,,
намаз,,,,,
намек,,,,,
намесник,,,,,
намесништво,,,,,
намет,,,,,
наметка,,,,,
наметка,(диј. ),,,,
наметлив,,,,,
намирници,,,,,
намирници,,,,,
намирници,,,,,
намирници,,,,,
намќор,,,,,
намќориѓте,,,,,
нана,,,,,
наназад,,,,,
нанапред,,,,,
нане,,,,,
нане,,,,,
нане,,,,,
Нане,растение,,,,
наниз,,,,,
нанка,,,,,
нанос,,,,,
нанос,,,,,
наноцевка,,,,,
наоѓалиште,,,,,
наоѓалиште,,,,,
наоѓалиште,,,,,
наоѓалиште,,,,,
наод,,,,,
наоколу,,,,,
наопачки,"1.
2. таен јазик",,,,
наос,,,,,
наочари,,,,,
напад,,,,,
напад,,,,,
напад,,,,,
напалм,,,,,
напамет,,,,,
напамет,,,,,
напаст,,,,,
напев,,,,,
Напељесува- навредува,,,,,
напис,,,,,
напиток,,,,,
напкум,после (диј.),,,,
Напкум – подоцна,,,,,
наплата,,,,,
наплив,,,,,
наплив,,,,,
напнат,,,,,
напнатост,,,,,
напне,,,,,
наполитанка,,,,,
наполнет,,,,,
напомена,,,,,
напон,,,,,
напон,,,,,
напор,,,,,
напор,,,,,
напоредник,,,,,
направа,,,,,
напрегање,,,,,
напред,,,,,
напред,,,,,
напредок,,,,,
напредок,,,,,
напредување,,,,,
напролет,,,,,
напролет,,,,,
напротив,,,,,
напрсток,"1.
2.ТЕКсТИЛЕН ТЕРМИН",,,,
напрсток,"1.
2.
. растение",,,,
нарав,,,,,
нараквица,,,,,
нараквица,,,,,
нараквица,(диј. ),,,,
нараменица,,,,,
нарамка,,,,,
нараст,,,,,
наратив,,,,,
наратологија,,,,,
наратолошки,,,,,
наратор,,,,,
нарвал,,,,,
нардувачки,,,,,
наред,,,,,
наредба,,,,,
наредбен,,,,,
нареден,,,,,
нареди,,,,,
наредува,,,,,
наредување,,,,,
нарез,,,,,
Нарколепсија,,,,,
наркоман,,,,,
наркоманиште,,,,,
народ,,,,,
народ,,,,,
народ,,,,,
народноослободителен,,,,,
НАРОДНОСТА НА СИТЕ ОВИЕ ГОРЕ,,,,,
нароси,,,,,
нартекс,,,,,
Нарушување На Паника,,,,,
Нарушување На Хиперактивноста Со Дефицит На Внимание,,,,,
нарцис,,,,,
Нас’ј – навистина,,,,,
НАСА,,,,,
населба,"1.
2.",,,,
насилен,,,,,
насилник,,,,,
насилник,,,,,
насилништво,,,,,
насип,,,,,
насип,,,,,
наситен,,,,,
наскоро,,,,,
Наследна Тироцинемија,,,,,
наследник,,,,,
наследство,,,,,
наслов,,,,,
наслон,,,,,
насобран,,,,,
насон,,,,,
насоченост,,,,,
насоченост,,,,,
наспроти,,,,,
насред,,,,,
наставка,,,,,
наставник,,,,,
настан,,,,,
настаников,,,,,
настап,,,,,
настран,,,,,
Наталиева Рамонда,растение,,,,
натам,натаму (диј. ),,,,
натаму,,,,,
натаму,,,,,
натиснат,,,,,
наткасна,,,,,
натнат,,,,,
натне,,,,,
НАТО,,,,,
натпис,,,,,
натпис,,,,,
натписен,,,,,
натполовичен,,,,,
натпрозорен,,,,,
натрупаност,,,,,
наук,,,,,
наум,,,,,
Наум,,,,,
науми,,,,,
наумно,,,,,
наут,,,,,
Наут,растение,,,,
наутлија,,,,,
наутро,,,,,
научноистражувачки,,,,,
"Наф’ка – ксмет, судбина",,,,,
нафора,"1. свето лебче???
2. јадењето во кафана, леб со сирење",,,,
нафта,,,,,
нафтен,,,,,
нахранетост,,,,,
нахрани,,,,,
национален,,,,,
националист,,,,,
националност,,,,,
нацист,,,,,
нацист,,,,,
нацрт,,,,,
начално,,,,,
начин,,,,,
нашки,,,,,
не,,,,,
не,,,,,
неа,,,,,
неарен,,,,,
небаре,,,,,
небесен,,,,,
небесје,,,,,
небо,,,,,
небо,,,,,
небо,,,,,
невен,,,,,
Невен,,,,,
невен,,,,,
невен,,,,,
Невен,растение,,,,
невенка,,,,,
невин,,,,,
Невродегенерација,,,,,
Невролептичен Малиген Синдром,,,,,
неврон,,,,,
нега,,,,,
негде,,,,,
него,,,,,
негов,,,,,
неговател,,,,,
неговател/-ка,,,,,
негователка,,,,,
Негонороичен Уретрит,,,,,
неготински,,,,,
неготински,,,,,
негувател/неговател,,,,,
Негуш,,,,,
недвосмислен,,,,,
недоквакан,,,,,
недуг,,,,,
нееднаквост,,,,,
нежен,,,,,
нежив,,,,,
нежно,,,,,
нежност,,,,,
незаинтересираност,,,,,
нездрав,,,,,
незнабошци,,,,,
незнам,,,,,
незрел,,,,,
неизоставен,,,,,
неизоставност,,,,,
неисе,како и да е (диј. староскопски),,,,
неиспишан,,,,,
неисцрпен,,,,,
неисцрпност,,,,,
нејзе,,,,,
нејзин,,,,,
нејќе,,,,,
нејсе,,,,,
нека,,,,,
неќе,,,,,
некни,,,,,
некој,,,,,
некош,(диј. прилепски),,,,
нектар,,,,,
некуде,,,,,
нелагодно,,,,,
неле,(диј. струмички),,,,
нелегален,,,,,
нели,,,,,
нема,,,,,
немат,,,,,
Немец,,,,,
немил,,,,,
неминовен,,,,,
немиот,Германец на стар таен јазик македонски,,,,
немир,,,,,
немирен,,,,,
немо,,,,,
немоќ,,,,,
немост,,,,,
нему,,,,,
немукает,непромисленост (диј. битолски),,,,
Немци,,,,,
Ненад,,,,,
ненадминат,,,,,
ненајден,,,,,
ненаметлив,,,,,
нео-,,,,,
неологизам,,,,,
неон,,,,,
неопходност,,,,,
неостварлив,,,,,
Непал,,,,,
непарнокопитен,,,,,
неплодотворни,,,,,
неповрат,,,,,
неполн,,,,,
непосреден,,,,,
непрагматски,,,,,
непран,,,,,
непрегледен,,,,,
непрепознатлив,,,,,
неприлагоденост,,,,,
неприроден,,,,,
непромисленост,,,,,
непромисленост,(диј. ),,,,
Нептун,,,,,
непца,,,,,
непце,,,,,
неразделен,,,,,
неранимајко,(диј. ),,,,
неранимајко,,,,,
нераскинлив,,,,,
нерватура,,,,,
нервен,,,,,
нервозност,,,,,
неред,,,,,
Неред,,,,,
нерез,(диј. ),,,,
неринимајко,,,,,
несалам,"неисправен, ненормално (диј. )",,,,
несвест,,,,,
несе,,,,,
несен,,,,,
нескафе,,,,,
несловеногласен,,,,,
несмасен,(диј. ),,,,
несмел,,,,,
несоница,,,,,
неспан,,,,,
несправедливо,,,,,
нето,,,,,
неук,,,,,
неук,,,,,
неуморен,,,,,
нефер,,,,,
нефиктивен,,,,,
Нефротски Синдром,,,,,
нечиј,,,,,
нечист,,,,,
нешта,,,,,
нешто,,,,,
нешчо,,,,,
нива,,,,,
нива,,,,,
нивелација,nina,,,,
нивен,,,,,
ниви,,,,,
нивје,,,,,
ниво,,,,,
нивче,,,,,
нигде,,,,,
Нигер,,,,,
ние,,,,,
ниет,,,,,
ниет,намера (диј. кавадаречки),,,,
ниже,,,,,
нижен,,,,,
нижи,,,,,
низа,,,,,
низина,,,,,
низина,,,,,
низок,,,,,
низок,,,,,
нијанса,,,,,
нијансирање,,,,,
Никау,растение,,,,
никел,,,,,
никел,,,,,
никнат,,,,,
никне,,,,,
никој,,,,,
никуде,,,,,
нилски,,,,,
нимфа,,,,,
Нина,,,,,
нина,,,,,
нинџа,,,,,
ниско,,,,,
нисконапонски,,,,,
нискост,,,,,
нитка,,,,,
ниту,,,,,
ничиј,,,,,
ничкум,,,,,
ниша,,,,,
нишалка,,,,,
нишан,,,,,
нишка,,,,,
нишковиден,,,,,
ништен,,,,,
ништење,,,,,
ништи,,,,,
ништи,во ткаење,,,,
ништи,,,,,
ништо,,,,,
ноа,она,,,,
нов,,,,,
нов,,,,,
новак,,,,,
новка,,,,,
новки,,,,,
новко,,,,,
ново,,,,,
новоакутирано,,,,,
нововековен,,,,,
нововостановен,,,,,
новодојденец,,,,,
новозаветен,,,,,
Новозеландска Дрвеста Папрат,растение,,,,
Новозеландски Лен,растение,,,,
новоинтронизиран,,,,,
новоподигнат,,,,,
новопристигнат,,,,,
новопројавен,,,,,
новороденче,,,,,
новост,,,,,
новчаник,,,,,
новчаник,паричник,,,,
новчаник,,,,,
нога,,,,,
нога,,,,,
ногавица,,,,,
ногоплод,,,,,
Ногоплод,растение,,,,
ногоплоди,podocarpaceae,,,,
нож,,,,,
нож,,,,,
нож,,,,,
нож,,,,,
ноже,,,,,
ножен,,,,,
ножици,,,,,
ножици,,,,,
ножно,,,,,
ножу,,,,,
нозди,,,,,
ноздра,,,,,
ноздри,,,,,
нозе,,,,,
ноѕе,,,,,
ној,,,,,
ноќ,,,,,
ноќва,,,,,
ноќви,,,,,
ноќе,,,,,
ноќен,,,,,
ноќен,,,,,
ноќен,,,,,
ноќи,,,,,
ноќниче,,,,,
Ноќниче,растение,,,,
ноќно,,,,,
нокот,,,,,
нокт,,,,,
нокт,,,,,
нокт,,,,,
нокт,,,,,
нокталица,,,,,
нокталица,,,,,
нокталица,,,,,
нокталички,,,,,
нокте,,,,,
нокти,,,,,
нокшир,,,,,
нокшир,(диј. ),,,,
нокшир,,,,,
номад,,,,,
номер,,,,,
нон стоп,,,,,
нонстоп,,,,,
норма,,,,,
нос,,,,,
нос,,,,,
нос,,,,,
носач,,,,,
носач,,,,,
носе,,,,,
носе,,,,,
носе,,,,,
носен,,,,,
носен,,,,,
носест,,,,,
носи,,,,,
носивост,,,,,
носилка,,,,,
носиште,,,,,
носно,,,,,
носовка,,,,,
